Length (major axis),Width (minor axis),Thickness (depth),Area,Perimeter,Roundness,Solidity,Compactness,Aspect Ratio,Eccentricity,Extent,Convex hull(convex area),Type
272.4077759,,83.75736237,16884,732.1320305,0.289698643,0.892601306,2.526350524,,,0.72951953,18915.5,MAMRA
271.1394043,,87.23755646,16832.5,708.7178171,0.291523431,0.908563409,2.374587705,,,0.721805317,18526.5,MAMRA
273.0039673,,85.24599457,17469.5,741.6883798,0.298437008,0.917298958,2.505835806,,,0.713652518,19044.5,MAMRA
275.4085693,,83.42362213,17226.5,682.9188271,0.289169357,0.933179848,2.1544244,,,0.730648513,18460,MAMRA
268.9263306,,86.46572876,17895,651.9898949,0.31504687,0.950799639,1.890341038,,,0.756020279,18821,MAMRA
272.994812,,88.31848907,18592.5,704.031525,0.317642877,0.95483258,2.121468358,,,0.743194628,19472,MAMRA
276.4275208,,88.33518219,18914,706.4163008,0.315159894,0.951121392,2.099559446,,,0.72928475,19886,MAMRA
275.0707092,,88.60771179,19038.5,780.8010771,0.320371705,0.942780034,2.5482276,,,0.718949435,20194,MAMRA
,154.2163696,72.21218872,8742,471.9898953,,0.940859926,2.027891599,,,0.714040676,9291.5,MAMRA
,149.4536591,74.65757751,8638,470.3330408,,0.922075149,2.037923673,,,0.654542699,9368,MAMRA
,146.8316193,73.43753815,8357.5,435.9482647,,0.935942662,1.809604457,,,0.657191161,8929.5,MAMRA
,148.7628326,74.53128815,8475.5,463.2619728,,0.895788194,2.015014206,,,0.598932938,9461.5,MAMRA
,149.6975861,103.6151123,11804.5,443.2619731,,0.971124182,1.324535157,,,0.739398685,12155.5,MAMRA
,148.7309418,106.0242538,11920,467.161468,,0.964011322,1.456960943,,,0.705534182,12365,MAMRA
,151.8274231,101.3162842,11724.5,440.4335462,,0.972422659,1.31660829,,,0.744129221,12057,MAMRA
,149.6376343,101.1868668,11625.5,446.776691,,0.96939754,1.366342288,,,0.750032258,11992.5,MAMRA
278.7985535,144.6711121,,29347,715.8721461,0.480720672,0.985940098,1.389624151,1.927119723,0.854829413,0.787542937,29765.5,MAMRA
282.1876526,143.5030518,,29308.5,717.2863593,0.468627421,0.984911367,1.396952656,1.966422659,0.861039742,0.780768821,29757.5,MAMRA
278.8487854,143.9992371,,29243.5,719.771639,0.478852715,0.982826127,1.409776434,1.936460158,0.856343771,0.77620438,29754.5,MAMRA
280.9515381,144.6311646,,29317,718.7005718,0.472897282,0.982884922,1.402059969,1.942538034,0.857316049,0.780995258,29827.5,MAMRA
273.2240906,133.1544342,,27069.5,687.6295048,0.461692027,0.983379954,1.390013148,2.051933848,0.87320943,0.756807761,27527,MAMRA
269.7563782,135.2249603,,27254,690.2152919,0.476866623,0.983082639,1.391006112,1.994871195,0.865281948,0.75353904,27723,MAMRA
270.2518311,134.7460938,,27305,687.8721458,0.47600883,0.98407035,1.378997258,2.005637592,0.866835314,0.754949126,27747,MAMRA
269.6526184,135.4038696,,27534,693.0437181,0.482136647,0.983884224,1.388168197,1.991469071,0.864785259,0.758407933,27985,MAMRA
280.6802673,,73.20410919,15597,622.0487707,0.252073637,0.979741826,1.974230859,,,0.799354244,15919.5,MAMRA
284.3749695,,73.96120453,15908.5,626.6345565,0.250470519,0.980946508,1.964217543,,,0.795345465,16217.5,MAMRA
280.9927368,,73.55230713,15767.5,624.2914102,0.254262768,0.980230643,1.96698938,,,0.791183702,16085.5,MAMRA
285.1399841,,74.02650452,15983,628.0487704,0.250295001,0.977762824,1.963896409,,,0.799070093,16346.5,MAMRA
256.7911987,,70.63434601,13893,589.7056249,0.268253801,0.970317083,1.991886742,,,0.761385433,14318,MAMRA
258.3475647,,69.99089813,13949,592.8771975,0.266099739,0.973276584,2.005287084,,,0.769387755,14332,MAMRA
258.0378723,,71.00197601,14080,599.7056248,0.269243898,0.972375691,2.032655248,,,0.770662288,14480,MAMRA
257.4063721,,70.23403931,13945.5,588.634557,0.267981998,0.976746629,1.97718613,,,0.783367037,14277.5,MAMRA
,170.7176056,78.77437592,10401,443.9898949,,0.971647438,1.508207899,,,0.703245436,10704.5,MAMRA
,171.7103119,80.05767822,10601,446.1320318,,0.969367228,1.494067139,,,0.696563506,10936,MAMRA
,173.8269653,81.44431305,11007.5,457.5462452,,0.972479901,1.513461694,,,0.694917929,11319,MAMRA
,185.391037,81.19234467,11722,473.9898951,,0.970605283,1.525199258,,,0.712323772,12077,MAMRA
,166.3713989,75.43206024,9843,425.5046134,,0.976924222,1.463764456,,,0.728625361,10075.5,MAMRA
,169.4947357,77.01247406,10233,435.161468,,0.975733015,1.472610959,,,0.721904762,10487.5,MAMRA
,170.9609528,76.71182251,10229.5,434.9188274,,0.977029608,1.471472487,,,0.734877874,10470,MAMRA
,171.8279724,77.34476471,10388,439.9898951,,0.976269912,1.483008363,,,0.724558834,10640.5,MAMRA
241.6067352,139.4855194,,26148,666.0142794,0.570335653,0.982508877,1.349953287,1.732127724,0.816514709,0.769420904,26613.5,MAMRA
244.0510254,141.2113495,,26811.5,670.1147852,0.573152191,0.979540763,1.33280749,1.728267779,0.815601492,0.784489569,27371.5,MAMRA
244.0105896,140.9523163,,26651,665.8721447,0.569910002,0.980248639,1.323909571,1.731157004,0.816285719,0.783069871,27188,MAMRA
244.7024536,141.6193695,,26727.5,668.2569206,0.56831852,0.980340015,1.329593024,1.727888314,0.815511329,0.779864029,27263.5,MAMRA
255.7297821,142.1039124,,28206.5,683.5706284,0.549157225,0.983730339,1.318280182,1.799597055,0.831396292,0.770606234,28673,MAMRA
254.5886078,143.4962463,,28353.5,685.0853473,0.556979054,0.98267108,1.317263982,1.774183049,0.826020756,0.761167785,28853.5,MAMRA
252.6419373,142.4344635,,27837,682.0142807,0.555292314,0.98256327,1.329702984,1.773741629,0.825925025,0.764584707,28331,MAMRA
251.7478638,143.6997681,,27986,680.0142792,0.56223692,0.983725263,1.314877733,1.751901671,0.821083366,0.760427139,28449,MAMRA
252.7805939,,86.85632324,16542.5,621.8893899,0.329627778,0.946150766,1.860438368,,,0.716373636,17484,MAMRA
253.7712555,,88.02371979,16588,626.6173114,0.3279588,0.934245727,1.883652936,,,0.70587234,17755.5,MAMRA
255.8644714,,86.82535553,16812,639.4457389,0.326971221,0.944335224,1.935433037,,,0.706921201,17803,MAMRA
256.2731934,,88.87216949,16775.5,651.0020871,0.325221487,0.941069225,2.010385876,,,0.718652273,17826,MAMRA
255.9732971,,81.68093872,15038.5,607.7472545,0.292230347,0.959516366,1.954481783,,,0.733835944,15673,MAMRA
249.3808899,,83.2048645,15070,601.7056243,0.308529738,0.964233156,1.911811306,,,0.756982118,15629,MAMRA
249.3165741,,82.87267303,15027.5,645.8893896,0.307818384,0.950385783,2.209121995,,,0.730412171,15812,MAMRA
250.321228,,83.19502258,14984.5,628.2325351,0.304478768,0.959161466,2.095987692,,,0.740340909,15622.5,MAMRA
,122.1149673,73.80567169,6915.5,419.5462457,,0.903101534,2.025471929,,,0.626631026,7657.5,MAMRA
,127.0008011,70.81897736,6755,397.9898951,,0.909274465,1.865988117,,,0.680947581,7429,MAMRA
,124.353981,71.79217529,6819.5,375.6051184,,0.940102013,1.646268263,,,0.665317073,7254,MAMRA
,123.7798462,72.4802475,6898,415.5046134,,0.901051532,1.991675799,,,0.660158867,7655.5,MAMRA
,108.1903,74.42873383,6177,320.7350618,,0.947102116,1.325273186,,,0.68481153,6522,MAMRA
,107.746582,75.38980103,6198.5,320.9777024,,0.945181458,1.322675345,,,0.685144247,6558,MAMRA
,107.8664169,75.96310425,6185,321.0782073,,0.946876914,1.326392602,,,0.689982151,6532,MAMRA
,108.4175491,73.96824646,6037,311.5634888,,0.949960661,1.279564188,,,0.679765792,6355,MAMRA
275.6948547,143.6912537,,30555.5,719.0853494,0.511849392,0.98749293,1.346671355,1.91866135,0.853436571,0.777592569,30942.5,MAMRA
277.3641968,143.947998,,30582.5,718.600068,0.506153569,0.988701022,1.343667026,1.926836083,0.854783039,0.783684399,30932,MAMRA
275.6895142,144.3296814,,30433,723.1858528,0.509817089,0.988485587,1.367556296,1.910137343,0.85201181,0.78274177,30787.5,MAMRA
275.7749329,143.7064514,,30420.5,721.7716385,0.509292044,0.987390048,1.362772664,1.919015675,0.853495333,0.779533108,30809,MAMRA
253.4919586,135.4983215,,26813.5,669.2274848,0.531294416,0.989683682,1.32918113,1.870812537,0.845151335,0.757636122,27093,MAMRA
256.3273621,135.921936,,27083.5,672.7422012,0.524837635,0.98929739,1.329788866,1.885842488,0.84783072,0.756860608,27376.5,MAMRA
257.015625,136.1355133,,27192,668.1564171,0.524121792,0.991034332,1.30648754,1.887939589,0.848198829,0.753909282,27438,MAMRA
252.6650391,137.3504181,,27104,702.6416967,0.540571569,0.985420833,1.449521242,1.839565125,0.839340046,0.754439682,27505,MAMRA
219.3430786,,72.61891937,12255,522.6761866,0.324321369,0.952991951,1.773953567,,,0.685556053,12859.5,MAMRA
226.7235718,,74.20388794,12877.5,536.0904005,0.31896889,0.95328867,1.775965965,,,0.684390944,13508.5,MAMRA
230.6688995,,74.55971527,13003,538.333041,0.311154147,0.952217055,1.773571272,,,0.679895425,13655.5,MAMRA
228.59375,,74.12654114,12930,536.676187,0.31505033,0.952837141,1.772622519,,,0.687181122,13570,MAMRA
245.5711823,,80.31759644,13836.5,569.8061293,0.292133636,0.978605276,1.867317304,,,0.77680777,14139,MAMRA
244.0706177,,80.62424469,13682,572.5340509,0.292434565,0.966891629,1.906528018,,,0.754660783,14150.5,MAMRA
249.1921997,,78.87476349,13896,579.705624,0.284925315,0.966880045,1.924488667,,,0.763348715,14372,MAMRA
254.4724731,,78.87316895,14220,587.705624,0.279594159,0.963349367,1.932903769,,,0.761445783,14761,MAMRA
,149.1403046,80.32498169,9242.5,404.4924208,,0.971616294,1.408709533,,,0.767968425,9512.5,MAMRA
,154.6614685,83.25617981,9765.5,415.8061295,,0.969665376,1.4088911,,,0.762096145,10071,MAMRA
,155.5903778,83.23378754,9795.5,416.977702,,0.973756151,1.412502386,,,0.764437334,10059.5,MAMRA
,157.0229645,82.8130188,9840,419.7056245,,0.967599194,1.424572695,,,0.754022989,10169.5,MAMRA
,142.6053467,85.68955994,9241,394.8183218,,0.946048321,1.342349985,,,0.673542274,9768,MAMRA
,144.2282562,87.11429596,9581.5,398.2325368,,0.94520075,1.317134461,,,0.674753521,10137,MAMRA
,146.0617218,90.44818878,10136.5,410.7178169,,0.950712812,1.324308593,,,0.675091575,10662,MAMRA
,145.8851318,90.25012207,10123.5,408.2325349,,0.950206495,1.310010197,,,0.680708714,10654,MAMRA
250.8654327,159.9633942,,29919,712.6416966,0.605306791,0.974925461,1.350782796,1.568267753,0.770329346,0.750752785,30688.5,MAMRA
244.5914917,158.859787,,29420,714.8427069,0.626138049,0.973704678,1.382192236,1.539669015,0.760369927,0.756687243,30214.5,MAMRA
248.6194916,161.0796356,,29566.5,719.4284929,0.609031405,0.978035428,1.393046094,1.543457003,0.761728595,0.763794885,30230.5,MAMRA
248.2967529,158.4168701,,29214.5,705.0853467,0.603346081,0.977776662,1.354175825,1.567363077,0.770024544,0.764057433,29878.5,MAMRA
281.4558716,173.1053009,,36129,817.6122588,0.580691453,0.963581325,1.472410764,1.625922893,0.788499563,0.752875719,37494.5,MAMRA
287.3092957,169.4937744,,36188.5,805.7127635,0.558189093,0.970422214,1.427512898,1.695102352,0.807450828,0.772070746,37291.5,MAMRA
282.4093323,176.2633362,,36538,809.4701236,0.583306481,0.97556938,1.427075706,1.60220122,0.781311462,0.765851307,37453,MAMRA
285.0440369,172.0665588,,36921.5,818.0559101,0.578582822,0.973090861,1.442370304,1.656591721,0.797250173,0.772901403,37942.5,MAMRA
264.6841125,,89.0269165,15939.5,872.6000662,0.289687039,0.848296966,3.801420611,,,0.628405283,18790,MAMRA
286.0875244,,89.59628296,17107,693.5878738,0.266125282,0.856077666,2.237789666,,,0.621575467,19983,MAMRA
275.6305237,,89.06231689,16253.5,894.7422012,0.272397046,0.839128527,3.919575945,,,0.619889397,19369.5,MAMRA
267.0801697,,87.78342438,15684,846.4995614,0.279952059,0.837417908,3.635689427,,,0.600344498,18729,MAMRA
258.4903564,,86.50171661,15018.5,825.4284935,0.286185738,0.82019005,3.610127083,,,0.591698842,18311,MAMRA
264.0846558,,89.28330994,16036.5,1043.109733,0.292774583,0.808984513,5.399338341,,,0.588841154,19823,MAMRA
261.2059021,,87.85993195,15625.5,982.4823159,0.291593655,0.800753325,4.915930076,,,0.60167501,19513.5,MAMRA
261.6254578,,88.38465118,15074,791.8721441,0.280400399,0.806160922,3.31033356,,,0.568830189,18698.5,MAMRA
196.4214935,,87.64414215,13369,501.9898942,0.441195449,0.976552228,1.499965123,,,0.726576087,13690,MAMRA
196.0473785,,87.99508667,13385.5,505.0609629,0.443427515,0.968139737,1.516502541,,,0.731128468,13826,MAMRA
200.6668091,,88.17431641,13681,527.504613,0.432590395,0.954277543,1.618545143,,,0.713443888,14336.5,MAMRA
203.0214233,,91.40180969,14065.5,555.0609635,0.434491773,0.955666531,1.743076033,,,0.704402043,14718,MAMRA
,248.8694153,114.2869644,22133,680.6416956,,0.969321392,1.665662285,,,0.662744041,22833.5,MAMRA
,243.3719025,112.959671,21200,662.1564153,,0.974175168,1.645793934,,,0.662665666,21762,MAMRA
,244.3874054,113.0350342,21513,671.8132689,,0.973901627,1.669499577,,,0.661938462,22089.5,MAMRA
,243.8023376,113.512619,21602.5,671.2274826,,0.971619403,1.659684667,,,0.654621212,22233.5,MAMRA
284.1346436,161.951889,,33932,781.185855,0.535144664,0.97166502,1.431164053,1.754438588,0.821656552,0.760125448,34921.5,MAMRA
286.8195801,162.0161743,,33700,761.1858534,0.521581799,0.973735156,1.368175004,1.770314484,0.825178959,0.759676292,34609,MAMRA
282.5950623,162.7264252,,33737.5,760.2569209,0.537890505,0.97597489,1.363320619,1.736626746,0.817570175,0.755768369,34568,MAMRA
285.0413513,161.6523438,,33505.5,756.9432135,0.525061875,0.975840979,1.360819838,1.763298599,0.82363592,0.760745181,34335,MAMRA
304.4142151,178.6746521,,39824,812.2985512,0.547173607,0.990351139,1.318489313,1.703734758,0.80962621,0.768032091,40212,MAMRA
301.0091553,178.3161011,,39954.5,818.5411919,0.561456881,0.98984256,1.33445986,1.688064922,0.805648199,0.766145733,40364.5,MAMRA
304.7156982,180.5774231,,40005,816.641697,0.548573389,0.990087983,1.326596854,1.687451803,0.805489888,0.771522796,40405.5,MAMRA
303.5550537,178.9560089,,39788,814.7838343,0.549777919,0.989148405,1.327769947,1.696255161,0.807743601,0.76295302,40224.5,MAMRA
270.0101929,,70.42632294,13471.5,599.5462432,0.235269568,0.903521127,2.123340056,,,0.677300151,14910,MAMRA
264.6188049,,69.84493256,13438.5,599.2030975,0.24435403,0.905528789,2.126118369,,,0.675641026,14840.5,MAMRA
265.0515137,,71.15875244,13585,603.7888839,0.246211982,0.904009316,2.135505624,,,0.666519478,15027.5,MAMRA
266.6852112,,70.60692596,13566.5,601.8893901,0.242873467,0.905308465,2.124984137,,,0.679412059,14985.5,MAMRA
298.2874146,,86.62908936,17430.5,689.4873687,0.249430814,0.878066596,2.170365711,,,0.63487525,19851,MAMRA
295.6109924,,87.09996033,17303,688.9015825,0.252110171,0.875879524,2.18264494,,,0.630231288,19755,MAMRA
296.5670166,,86.76329803,17373,687.7300092,0.251500725,0.875655242,2.166462953,,,0.632780914,19840,MAMRA
301.5659485,,88.22343445,17859,695.7300093,0.250036064,0.877592138,2.156822828,,,0.63052535,20350,MAMRA
,178.4189148,73.69947815,10175,449.8477591,,0.972520908,1.582657138,,,0.692459507,10462.5,MAMRA
,179.3759308,73.92497253,10247.5,453.1198374,,0.97902933,1.594403946,,,0.721045595,10467,MAMRA
,183.3274078,72.92588043,10280,454.1909053,,0.974407583,1.596885909,,,0.719484882,10550,MAMRA
,183.8313904,73.76031494,10415,461.0193329,,0.974457335,1.623936853,,,0.734744268,10688,MAMRA
,209.4136353,79.59078979,13054,522.1320299,,0.974506364,1.661908843,,,0.65433584,13395.5,MAMRA
,210.480896,79.36993408,13098,523.4457387,,0.974372327,1.664671281,,,0.646623223,13442.5,MAMRA
,212.4128418,79.93132019,13259,525.9310195,,0.974353322,1.660110277,,,0.651483884,13608,MAMRA
,215.3830109,79.57286072,13374,524.6173121,,0.979027122,1.637623467,,,0.657845548,13660.5,MAMRA
212.0068817,130.8647614,,21233.5,621.4284935,0.601494677,0.966323071,1.447274381,1.620045607,0.786754077,0.709675802,21973.5,MAMRA
211.9078522,131.85466,,21326.5,621.7716398,0.604693926,0.970003639,1.442554956,1.607132066,0.782837344,0.712784091,21986,MAMRA
213.0353851,135.3437805,,21535.5,673.0853471,0.604173381,0.956198384,1.674077074,1.574031583,0.772256171,0.687661653,22522,MAMRA
209.1821289,132.7067108,,21028,618.7005711,0.611869675,0.970508146,1.448615745,1.576273932,0.772998789,0.700373035,21667,MAMRA
219.3272705,148.2662964,,24660,652.0731553,0.652706478,0.974260712,1.372112455,1.47927935,0.736897182,0.747272727,25311.5,MAMRA
222.2824554,146.8310547,,24728,636.2152913,0.637219033,0.979695331,1.30259483,1.513865414,0.750772642,0.76462585,25240.5,MAMRA
218.8202057,147.5048065,,24716,647.730009,0.657224071,0.974087138,1.350827787,1.483478477,0.738647995,0.748969697,25373.5,MAMRA
222.6754761,147.0737915,,24807.5,643.9726493,0.637013065,0.977462125,1.330276689,1.514039135,0.750839321,0.761901106,25379.5,MAMRA
219.499527,100.9242249,,16547.5,616.3157958,0.437295825,0.925837856,1.826687864,2.174894356,0.88802641,0.643270875,17873,MAMRA
218.5809021,100.1071014,,16490,611.3868629,0.43944684,0.923214736,1.803855254,2.183470493,0.88895915,0.652500791,17861.5,MAMRA
220.4148102,101.3975906,,16608,622.3574257,0.435257146,0.929066905,1.855891366,2.173767728,0.887902984,0.628329298,17876,MAMRA
218.9730377,100.6835632,,16404.5,591.4873679,0.435603971,0.941245661,1.697141628,2.174863808,0.888023066,0.671215221,17428.5,MAMRA
195.1857147,96.13493347,,14622,575.1025922,0.488675808,0.927791878,1.800006224,2.030330783,0.870295138,0.656048098,15760,MAMRA
195.3854675,94.20102692,,14115.5,558.5168065,0.470784188,0.947348993,1.758597137,2.074133095,0.876100163,0.695653245,14900,MAMRA
191.5955658,93.8094101,,13986,553.3036041,0.485101631,0.954480311,1.741901569,2.042391756,0.871934783,0.731983043,14653,MAMRA
191.8208923,92.25747681,,13783.5,534.8599524,0.47695545,0.955396132,1.651622491,2.079190749,0.876744539,0.703455139,14427,MAMRA
,143.4419708,88.93802643,8524,446.1909056,,0.858236005,1.858609374,,,0.593758707,9932,MAMRA
,143.8112335,88.97938538,8772,435.9898945,,0.87157832,1.724425194,,,0.592782808,10064.5,MAMRA
,145.6517029,92.0176239,8888,464.8183228,,0.85531444,1.934427995,,,0.586782861,10391.5,MAMRA
,148.1721802,93.64652252,9194.5,495.2030978,,0.843184007,2.122407269,,,0.56338848,10904.5,MAMRA
,128.302002,102.4666901,10098.5,398.4335458,,0.973114912,1.250964712,,,0.738518356,10377.5,MAMRA
,128.3013763,105.638176,10326,402.1909047,,0.975761871,1.246586747,,,0.735470085,10582.5,MAMRA
,130.5023956,105.5569763,10622.5,403.6051195,,0.980251926,1.220328429,,,0.750812836,10836.5,MAMRA
,128.0509949,110.0522079,10835,433.1614673,,0.963453672,1.378036918,,,0.713768116,11246,MAMRA
208.7251434,118.0073318,,18360.5,564.5168064,0.536593103,0.981057975,1.38120895,1.768747248,0.824836111,0.726027126,18715,MAMRA
210.7742462,117.7832108,,18644,567.1025925,0.534335616,0.982348912,1.372695807,1.789510108,0.829294263,0.727712724,18979,MAMRA
212.2126465,118.2125778,,18647,566.2741663,0.527201414,0.981317756,1.368468055,1.795178232,0.830480464,0.72782982,19002,MAMRA
212.4058533,117.2499924,,18537,564.2741661,0.52313841,0.982196789,1.36688199,1.811563898,0.833837997,0.733006445,18873,MAMRA
212.7046051,130.6664124,,21324.5,594.6589417,0.600115979,0.985784948,1.319614826,1.627844534,0.78906534,0.734694229,21632,MAMRA
215.7828827,131.6915436,,21583,600.9015824,0.590184702,0.984536082,1.331327861,1.638547752,0.792173056,0.731329629,21922,MAMRA
214.921936,132.1011047,,21651.5,599.1442224,0.596810726,0.986490796,1.319364815,1.626950331,0.788802365,0.728295604,21948,MAMRA
217.1017303,132.0104218,,21610,598.901583,0.583765353,0.986015103,1.320828073,1.644580234,0.793892684,0.730264936,21916.5,MAMRA
191.676651,,73.66041565,10744,470.877197,0.372338284,0.982937652,1.642250699,,,0.724966262,10930.5,MAMRA
188.9918213,,72.79216766,10545.5,463.1198375,0.375916401,0.981478896,1.618488912,,,0.718946005,10744.5,MAMRA
187.2601471,,73.79603577,10535,468.5340507,0.382519816,0.980456026,1.658203828,,,0.708902496,10745,MAMRA
186.9582977,,70.48477173,10095,452.5340517,0.367728213,0.98081127,1.614307783,,,0.721793222,10292.5,MAMRA
159.2402954,,68.18005371,8289,398.5929263,0.416204057,0.980888705,1.525271553,,,0.757124589,8450.5,MAMRA
156.4661713,,68.80669403,8176,399.4213533,0.425216482,0.977581156,1.55278673,,,0.751470588,8363.5,MAMRA
156.0432281,,67.23251343,8046,393.7644998,0.420726914,0.979308666,1.533498044,,,0.760060457,8216,MAMRA
154.7952423,,67.70656586,8026.5,396.8355666,0.426502039,0.978125762,1.561295487,,,0.751826527,8206,MAMRA
,149.172348,90.96260071,10445.5,409.7472537,,0.980752077,1.279066149,,,0.73025028,10650.5,MAMRA
,151.1195984,91.19251251,10577,412.6761862,,0.981214342,1.281287084,,,0.73733008,10779.5,MAMRA
,150.8677521,92.28492737,10717.5,414.9188275,,0.980737555,1.278270975,,,0.731719806,10928,MAMRA
,151.6775055,92.69766998,10911,418.3330395,,0.981646424,1.276350381,,,0.735193046,11115,MAMRA
,178.6569366,100.6716843,13427,473.7300106,,0.966040722,1.330065238,,,0.659835864,13899,MAMRA
,175.3954773,101.7556458,13474,474.9015826,,0.96799454,1.331989578,,,0.66214556,13919.5,MAMRA
,181.2158508,101.2391205,13627.5,475.9726502,,0.968446861,1.322933281,,,0.660247093,14071.5,MAMRA
,182.537735,105.3643646,14205,487.3868632,,0.96484972,1.330750189,,,0.659930314,14722.5,MAMRA
294.0007935,186.7583771,,41924,862.3818095,0.617555261,0.978104404,1.411648588,1.574230822,0.772322312,0.763921283,42862.5,REGULAR
295.5354309,191.0282288,,42724,937.9797904,0.622820524,0.956971665,1.638721652,1.547077271,0.763015553,0.769053533,44645,REGULAR
293.9239197,196.406189,,43594.5,956.5655755,0.642498264,0.960241853,1.670274805,1.496510478,0.743962669,0.735399798,45399.5,REGULAR
288.2321167,187.3594208,,41287.5,879.6538887,0.632767206,0.966343284,1.491403655,1.538391374,0.759908849,0.776314305,42725.5,REGULAR
294.7073059,180.7846832,,40451,873.2102385,0.593003937,0.964945552,1.500025051,1.630156386,0.789742822,0.748344248,41920.5,REGULAR
279.5097656,188.124588,,40291,834.3229353,0.65663525,0.982863137,1.374834603,1.48576945,0.739595224,0.681627474,40993.5,REGULAR
281.3728027,178.7164001,,39234,791.0681026,0.630969655,0.99070754,1.269273739,1.574409525,0.77238161,0.737703069,39602,REGULAR
298.5610962,190.4725494,,42673,1002.666082,0.609532492,0.956525637,1.874776961,1.567475718,0.770062531,0.767720927,44612.5,REGULAR
,130.9457703,112.923317,11659.5,521.8893896,,0.941763257,1.858947583,,,0.729174484,12380.5,REGULAR
,131.64505,114.4252319,11786,506.4751759,,0.934506819,1.731968651,,,0.719755725,12612,REGULAR
,133.7289581,110.2801361,11512,423.84776,,0.975924042,1.2418214,,,0.752664269,11796,REGULAR
,138.6084595,114.0465622,12200,507.3036029,,0.93543935,1.678673362,,,0.752436166,13042,REGULAR
,154.7332458,135.5850372,16415.5,511.5462434,,0.976038291,1.268544831,,,0.773732089,16818.5,REGULAR
,156.8811188,137.5152435,16850.5,548.516806,,0.969729232,1.42087941,,,0.772816914,17376.5,REGULAR
,154.6819611,135.3834229,16447,501.6467487,,0.978871563,1.217585443,,,0.769558301,16802,REGULAR
,154.0311127,134.6917725,16225.5,497.7472535,,0.981222787,1.215093764,,,0.774708747,16536,REGULAR
266.1140137,,139.8157196,29170,723.9554051,0.524458414,0.982816712,1.429806729,,,0.731297633,29680,REGULAR
267.5651245,,141.1212311,29673,736.1564147,0.52773095,0.979565562,1.453345536,,,0.736120069,30292,REGULAR
267.9778442,,140.6282349,29550.5,719.2274832,0.523934714,0.984098175,1.393021601,,,0.740836843,30028,REGULAR
267.0434875,,140.1696014,29428,719.3279884,0.525420343,0.985120094,1.399211307,,,0.73511191,29872.5,REGULAR
253.2578888,137.7450409,,27015.5,682.25692,0.53628687,0.983239918,1.371112294,1.838598959,0.839154966,0.74719272,27476,REGULAR
256.1655273,139.9967041,,27786,692.4995612,0.539131589,0.984516175,1.373419185,1.829796844,0.837453388,0.751501055,28223,REGULAR
258.7967529,140.564209,,28109.5,699.5706284,0.534374337,0.980809156,1.385479646,1.84112837,0.839638799,0.751993044,28659.5,REGULAR
264.4452515,142.7078705,,29205,709.8132691,0.531735656,0.983200916,1.372843883,1.853053028,0.841889492,0.745367771,29704,REGULAR
225.1963043,142.5738983,,24626.5,719.0853477,0.618287254,0.958565256,1.670891779,1.579505835,0.774062324,0.710598453,25691,REGULAR
224.3185883,144.3129272,,24889,649.0437165,0.629777354,0.974224484,1.346885222,1.55439012,0.765581317,0.739357752,25547.5,REGULAR
226.5432281,141.5366516,,24728.5,661.2863578,0.613487506,0.976966991,1.407250752,1.600597623,0.78081153,0.747988506,25311.5,REGULAR
225.2521515,146.6064148,,25114.5,720.8843374,0.630226643,0.960713808,1.646632865,1.536441307,0.759202343,0.698536979,26141.5,REGULAR
207.7405701,125.7373505,,19903.5,580.6589406,0.58721472,0.974300609,1.34804043,1.652178683,0.796026774,0.740843445,20428.5,REGULAR
206.7388,124.969574,,19797,589.9310195,0.5897467,0.974717511,1.398921092,1.654313074,0.796619935,0.735018935,20310.5,REGULAR
202.4412231,121.7803192,,18862.5,560.658942,0.586018688,0.980889236,1.326136991,1.662347615,0.798828449,0.729070037,19230,REGULAR
209.3362885,123.1979141,,19677.5,576.6589417,0.571730025,0.975872843,1.344801783,1.699186954,0.808485018,0.745359848,20164,REGULAR
,149.0734863,109.3024292,12691.5,489.2030977,,0.950959089,1.500567647,,,0.688109954,13346,REGULAR
,144.505249,106.9645615,11956.5,491.0020885,,0.937360354,1.604548123,,,0.684010297,12755.5,REGULAR
,146.721283,107.4514542,12320,519.4457381,,0.942112105,1.742849166,,,0.694436616,13077,REGULAR
,144.5409393,106.2000046,12053.5,470.4335455,,0.951079023,1.461078429,,,0.722761888,12673.5,REGULAR
,170.9380798,119.1609955,15826.5,575.2030981,,0.942249873,1.663595308,,,0.723497143,16796.5,REGULAR
,177.8181,115.8569794,16046,577.9310201,,0.94675045,1.656438665,,,0.730692168,16948.5,REGULAR
,174.1656647,117.2396317,16151.5,571.6883781,,0.954072893,1.610259986,,,0.729516712,16929,REGULAR
,168.3607025,117.8620682,15601.5,563.4041084,,0.954395302,1.619063192,,,0.704547507,16347,REGULAR
288.5971069,,135.1721039,29896,791.5289987,0.457024263,0.957208037,1.667672288,,,0.713678682,31232.5,REGULAR
279.881897,,132.6849976,28345.5,761.227483,0.460728018,0.964953191,1.626802881,,,0.683617114,29375,REGULAR
281.3823242,,137.7715912,30043.5,818.8254616,0.483133352,0.951601919,1.775915459,,,0.674407381,31571.5,REGULAR
276.3931885,,136.6443787,29186.5,804.8843372,0.486449168,0.951273569,1.766343117,,,0.680020969,30681.5,REGULAR
209.0992584,,94.75714874,15212.5,554.2325349,0.443002039,0.965137673,1.60684349,,,0.701036866,15762,REGULAR
